file_name,pretty_name,brand_guess,consumable_type,hazard_tags,group_key_strict,group_key_loose,sha256,file_size_bytes,primary_area,process_tags,unit_type,on_hand_qty,reorder_point,storage_location,notes,amazon_search_url,amazon_url,amazon_asin,r2_object_key,exact_duplicate_count,is_exact_duplicate,possible_same_item_count_strict,possible_same_item_count_loose
11pcsHolographicOpalVinyl Sheets.jpg,11pcs Holographic Opal Vinyl Sheets,11pcs,misc,,11pcs holographic opal,11pcs holographic,5980ff467ad92be692ad587e9b2efbe32c6767eab9cfd45fe81456e1e6f8cd13,55522,,,,,,,,https://www.amazon.ca/s?k=11pcs+Holographic+Opal+Vinyl+Sheets,,,Supplies/11pcsHolographicOpalVinyl Sheets.jpg,1,False,1,1
124PcsRealDriedPressedFlowersLeavesNaturalSet.jpg,124Pcs Real Dried Pressed Flowers Leaves Natural Set,124Pcs,misc,,124pcs real dried,124pcs real,19650fce660fe2c75792e8c44902e61a8de535485126afc0c08b1e0e2a3ff1fd,112089,,,,,,,,https://www.amazon.ca/s?k=124Pcs+Real+Dried+Pressed+Flowers+Leaves+Natural+Set,,,Supplies/124PcsRealDriedPressedFlowersLeavesNaturalSet.jpg,1,False,1,1
12PackBasswoodSheet.jpg,12Pack Basswood Sheet,12Pack,misc,,12pack basswood sheet,12pack basswood,fc4d3fbeb6e11795e8b4893de696961cbef4ef1e07174da8142e664c76dc516d,1705,,,,,,,,https://www.amazon.ca/s?k=12Pack+Basswood+Sheet,,,Supplies/12PackBasswoodSheet.jpg,1,False,1,1
134PcsPolymerClayCuttersAIFUDA.jpg,134Pcs Polymer Clay Cutters AIFUDA,134Pcs,clay,sharp,134pcs polymer clay,134pcs polymer,88e0f24b2447d9f902f60e8e377b62aa47814e4dac0b6fc035da19d99cdc40dc,46253,,,,,,,,https://www.amazon.ca/s?k=134Pcs+Polymer+Clay+Cutters+AIFUDA,,,Supplies/134PcsPolymerClayCuttersAIFUDA.jpg,1,False,1,1
"144Pcs 1# 2# 3# 4# 5# 6# 10, 20, 30, 40, 50, 60 Jeweler's Saw Blades Set with Storage Box (12pcs of Each Size), Gold,Silver.jpg","144Pcs 1# 2# 3# 4# 5# 6# 10, 20, 30, 40, 50, 60 Jeweler's Saw Blades Set with Storage Box (12pcs of Each Size), Gold,Silver",144Pcs,blade/cutting,sharp,144pcs jeweler s,144pcs jeweler,fb8d9d8a422b6daa1faacebfc357030be674f69ccb755d8a9ed8ee6474abb513,36829,,,,,,,,"https://www.amazon.ca/s?k=144Pcs+1#+2#+3#+4#+5#+6#+10,+20,+30,+40,+50,+60+Jeweler's+Saw+Blades+Set+with+Storage+Box+(12pcs+of+Each+Size),+Gold,Silver",,,"Supplies/144Pcs 1# 2# 3# 4# 5# 6# 10, 20, 30, 40, 50, 60 Jeweler's Saw Blades Set with Storage Box (12pcs of Each Size), Gold,Silver.jpg",1,False,1,1
144PkPikeJewelersSawBlades.jpg,144Pk Pike Jewelers Saw Blades,144Pk,blade/cutting,sharp,144pk pk pike,144pk pk,a0bef586bd44743e03fad96ff145938e4bfd4305130991c5c40b638b9f0690ee,10538,,,,,,,,https://www.amazon.ca/s?k=144Pk+Pike+Jewelers+Saw+Blades,,,Supplies/144PkPikeJewelersSawBlades.jpg,1,False,1,1
144SawBladesJewelerMetalCuttingJewelry.jpg,144Saw Blades Jeweler Metal Cutting Jewelry,144Saw,blade/cutting,sharp,144saw saw blades,144saw saw,5d6dbc274272704b39689a2bc9f80cc8fbb046c5f48e5d0904b8ddc772710993,56334,,,,,,,,https://www.amazon.ca/s?k=144Saw+Blades+Jeweler+Metal+Cutting+Jewelry,,,Supplies/144SawBladesJewelerMetalCuttingJewelry.jpg,1,False,1,1
15mLong01mmDiameterCopperSolderingSolderEnamelledWireReel.jpg,15m Long01mm Diameter Copper Soldering Solder Enamelled Wire Reel,15m,misc,,15m m long,15m m,920ee28669ac3e4f0b576db550d0e131443cde7f8d375c7b3efae9f3de447e8a,38289,,,,,,,,https://www.amazon.ca/s?k=15m+Long01mm+Diameter+Copper+Soldering+Solder+Enamelled+Wire+Reel,,,Supplies/15mLong01mmDiameterCopperSolderingSolderEnamelledWireReel.jpg,1,False,1,1
166pcsLoveDiyLife RealDriedPressedFlowers.jpg,166pcs Love Diy Life Real Dried Pressed Flowers,166pcs,misc,,166pcs love diy,166pcs love,80af9464ef56a8c4b497807e8cd0089a6cd2b64041eec284ef629e461f77d22b,102002,,,,,,,,https://www.amazon.ca/s?k=166pcs+Love+Diy+Life+Real+Dried+Pressed+Flowers,,,Supplies/166pcsLoveDiyLife RealDriedPressedFlowers.jpg,1,False,1,1
17Ga12mm16FT304StainlessSteelWire.jpg,17Ga12mm16FT304Stainless Steel Wire,17Ga12mm16FT304Stainless,misc,,17ga12mm16ft304stainless ga stainless,17ga12mm16ft304stainless ga,78efaa89394c84b7a7b0f43bf634ed98a9e801d6153b2c2e9fc00ec0ec4747a1,38570,,,,,,,,https://www.amazon.ca/s?k=17Ga12mm16FT304Stainless+Steel+Wire,,,Supplies/17Ga12mm16FT304StainlessSteelWire.jpg,1,False,1,1
18PCS Blank Core Ring Stainless Steel Grooved Finger Rings for Inlay Ring DIY Jewelry Making Size 7 8 9 10 11 12 High Polished Silver Round Metal Ring for Men Women 8mm Wide Empty Band Gift (B12).jpg,18PCS Blank Core Ring Stainless Steel Grooved Finger Rings for Inlay Ring DIY Jewelry Making Size 7 8 9 10 11 12 High Polished Silver Round Metal Ring for Men Women 8mm Wide Empty Band Gift (B12),18PCS,sandpaper/abrasive,,18pcs blank core,18pcs blank,2ba325cdbce6c875cd34e51da9c211dbc3f18aa6e1ac1607a3e9b7f02a68ce9e,69486,,,,,,,,https://www.amazon.ca/s?k=18PCS+Blank+Core+Ring+Stainless+Steel+Grooved+Finger+Rings+for+Inlay+Ring+DIY+Jewelry+Making+Size+7+8+9+10+11+12+High+Polished+Silver+Round+Metal+Ring+for+Men+Women+8mm+Wide+Empty+Band+Gift+(B12),,,Supplies/18PCS Blank Core Ring Stainless Steel Grooved Finger Rings for Inlay Ring DIY Jewelry Making Size 7 8 9 10 11 12 High Polished Silver Round Metal Ring for Men Women 8mm Wide Empty Band Gift (B12).jpg,1,False,1,1
18PCS Stainless Steel Blank Core Ring 8mm Plain Inlay Finger Rings Round Solid Metal Band Size 6 7 8 9 10 11 Comfort Simple Brushed Matte Polished Silver Wedding Ring for DIY Jewelry Making (A1).jpg,18PCS Stainless Steel Blank Core Ring 8mm Plain Inlay Finger Rings Round Solid Metal Band Size 6 7 8 9 10 11 Comfort Simple Brushed Matte Polished Silver Wedding Ring for DIY Jewelry Making (A1),18PCS,sandpaper/abrasive,,18pcs stainless steel,18pcs stainless,2e2714001ca5ab3b8178baec2ce1bf968fc5e9f623afa85ee58ef0911ad87a9e,47067,,,,,,,,https://www.amazon.ca/s?k=18PCS+Stainless+Steel+Blank+Core+Ring+8mm+Plain+Inlay+Finger+Rings+Round+Solid+Metal+Band+Size+6+7+8+9+10+11+Comfort+Simple+Brushed+Matte+Polished+Silver+Wedding+Ring+for+DIY+Jewelry+Making+(A1),,,Supplies/18PCS Stainless Steel Blank Core Ring 8mm Plain Inlay Finger Rings Round Solid Metal Band Size 6 7 8 9 10 11 Comfort Simple Brushed Matte Polished Silver Wedding Ring for DIY Jewelry Making (A1).jpg,1,False,1,1
1LBSprueWaxSprueingWax.jpg,1LBSprue Wax Sprueing Wax,1LBSprue,misc,,1lbsprue lbsprue wax,1lbsprue lbsprue,49503725478d247b34c8b4f352daf36b5430e0eda9c4159db58f197212ee16cb,51803,,,,,,,,https://www.amazon.ca/s?k=1LBSprue+Wax+Sprueing+Wax,,,Supplies/1LBSprueWaxSprueingWax.jpg,1,False,1,1
200PCS3mlDisposablePlasticTransferPipettes.jpg,200PCS3ml Disposable Plastic Transfer Pipettes,200PCS3ml,misc,,200pcs3ml disposable plastic,200pcs3ml disposable,e7b61197b09a8318077d6b65c49dcb485802c10fe9ba772866dd92ff9bd445a6,25833,,,,,,,,https://www.amazon.ca/s?k=200PCS3ml+Disposable+Plastic+Transfer+Pipettes,,,Supplies/200PCS3mlDisposablePlasticTransferPipettes.jpg,1,False,1,1
20Gauge1420YellowGoldFilledRoundHalfHard-5FT fromCraftWire.jpg,20Gauge1420Yellow Gold Filled Round Half Hard 5FT from Craft Wire,20Gauge1420Yellow,misc,,20gauge1420yellow gauge yellow,20gauge1420yellow gauge,d0b6dc4427e585471072c6fbbc7df0d65b69100a0040c50389a4dcf4e2316770,18824,,,,,,,,https://www.amazon.ca/s?k=20Gauge1420Yellow+Gold+Filled+Round+Half+Hard+5FT+from+Craft+Wire,,,Supplies/20Gauge1420YellowGoldFilledRoundHalfHard-5FT fromCraftWire.jpg,1,False,1,1
220AluminumOxide-8LBS.jpg,220Aluminum Oxide 8LBS,220Aluminum,misc,,220aluminum aluminum oxide,220aluminum aluminum,4a0094086d0acea174506c48cfb7f0293f736c7ef653dfeb7a5913869b3f0372,42789,,,,,,,,https://www.amazon.ca/s?k=220Aluminum+Oxide+8LBS,,,Supplies/220AluminumOxide-8LBS.jpg,1,False,1,1
22Gauge999PureCopperWireHalfRoundDeadSoftCDA110MadeinUSA-25FTbyCRAFTWIRE.jpg,22Gauge999Pure Copper Wire Half Round Dead Soft CDA110Madein USA 25FTby CRAFTWIRE,22Gauge999Pure,misc,,22gauge999pure gauge pure,22gauge999pure gauge,37fc136fdd0b844577f8ed81c1d92c5efa4d1f52b7c40440909663eff3377aac,19647,,,,,,,,https://www.amazon.ca/s?k=22Gauge999Pure+Copper+Wire+Half+Round+Dead+Soft+CDA110Madein+USA+25FTby+CRAFTWIRE,,,Supplies/22Gauge999PureCopperWireHalfRoundDeadSoftCDA110MadeinUSA-25FTbyCRAFTWIRE.jpg,1,False,1,1
"24 Gauge (0.5mm) Stainless Steel Craft Wire for Jewelry Making, 165 feet 50 Meters Dead Soft Stainless Steel Bailing Wire Snare Wire for Craft and Jewelry Making, Round Selection.jpg","24 Gauge (0.5mm) Stainless Steel Craft Wire for Jewelry Making, 165 feet 50 Meters Dead Soft Stainless Steel Bailing Wire Snare Wire for Craft and Jewelry Making, Round Selection",24,misc,,24 gauge stainless,24 gauge,e077b7d6296a7021e07af131a4997b8bb54ac48daee83e0eb575b7481d7dca2e,22337,,,,,,,,"https://www.amazon.ca/s?k=24+Gauge+(0.5mm)+Stainless+Steel+Craft+Wire+for+Jewelry+Making,+165+feet+50+Meters+Dead+Soft+Stainless+Steel+Bailing+Wire+Snare+Wire+for+Craft+and+Jewelry+Making,+Round+Selection",,,"Supplies/24 Gauge (0.5mm) Stainless Steel Craft Wire for Jewelry Making, 165 feet 50 Meters Dead Soft Stainless Steel Bailing Wire Snare Wire for Craft and Jewelry Making, Round Selection.jpg",1,False,1,1
24InchCableZipTiesHeavyDuty.jpg,24Inch Cable Zip Ties Heavy Duty,24Inch,adhesive,,24inch zip ties,24inch zip,89c898d4e740513531e024cb63a8448914b82df1d1bccc003bf47d52a0dbc24d,66937,,,,,,,,https://www.amazon.ca/s?k=24Inch+Cable+Zip+Ties+Heavy+Duty,,,Supplies/24InchCableZipTiesHeavyDuty.jpg,1,False,1,1
24pcsSublimationCarCupCoastersBlank.jpg,24pcs Sublimation Car Cup Coasters Blank,24pcs,adhesive,,24pcs sublimation car,24pcs sublimation,b88988f7e7c0705daaa26cfd0cffd212c1620430187ea6f87c8e5b23c7b7c1fc,70048,,,,,,,,https://www.amazon.ca/s?k=24pcs+Sublimation+Car+Cup+Coasters+Blank,,,Supplies/24pcsSublimationCarCupCoastersBlank.jpg,1,False,1,1
26PCS3DPrinterNozzlesCleaningKit.jpg,26PCS3DPrinter Nozzles Cleaning Kit,26PCS3DPrinter,cleaning,,26pcs3dprinter dprinter nozzles,26pcs3dprinter dprinter,02a2030150330f9c518ce85e90bf4b020b131f19b2bc25a223c94b0ae8dadefe,41349,,,,,,,,https://www.amazon.ca/s?k=26PCS3DPrinter+Nozzles+Cleaning+Kit,,,Supplies/26PCS3DPrinterNozzlesCleaningKit.jpg,1,False,1,1
2PairsEpoxyGlovesSiliconeGlovesforResin.jpg,2Pairs Epoxy Gloves Silicone Glovesfor Resin,2Pairs,resin,chemical,2pairs pairs epoxy,2pairs pairs,d0fa74c5ad1c3bc73223a39f3f99398fe78373eb05c0532efcba4f4e0ab397f5,44025,,,,,,,,https://www.amazon.ca/s?k=2Pairs+Epoxy+Gloves+Silicone+Glovesfor+Resin,,,Supplies/2PairsEpoxyGlovesSiliconeGlovesforResin.jpg,1,False,1,1
2pcssetA5A7NotebookShapeArtDecortiveSiliconeMolds.jpg,2pcsset A5A7Notebook Shape Art Decortive Silicone Molds,2pcsset,resin,,2pcsset pcsset notebook,2pcsset pcsset,e577c35d182a1dd56774e3585966138c852346c8e4cb01b98d58e7e94d5a9d9f,40044,,,,,,,,https://www.amazon.ca/s?k=2pcsset+A5A7Notebook+Shape+Art+Decortive+Silicone+Molds,,,Supplies/2pcssetA5A7NotebookShapeArtDecortiveSiliconeMolds.jpg,1,False,1,1
2PiecesDragonSiliconeMold.jpg,2Pieces Dragon Silicone Mold,2Pieces,resin,,2pieces dragon silicone,2pieces dragon,6d39c4d6578e932da8032fe468ec6c856c7c43ddc8d5864ef0684e393b34fb3d,63977,,,,,,,,https://www.amazon.ca/s?k=2Pieces+Dragon+Silicone+Mold,,,Supplies/2PiecesDragonSiliconeMold.jpg,1,False,1,1
2RollsCrystalRhinestoneCloseChainTrim.jpg,2Rolls Crystal Rhinestone Close Chain Trim,2Rolls,misc,,2rolls rolls crystal,2rolls rolls,41704e84dadbaf3f0731ccd6d9adb7b844950e5280e060b843e06e2d1deb9f43,52700,,,,,,,,https://www.amazon.ca/s?k=2Rolls+Crystal+Rhinestone+Close+Chain+Trim,,,Supplies/2RollsCrystalRhinestoneCloseChainTrim.jpg,1,False,1,1
"3-IN-ONE 10038 Multi-Purpose Oil, 8 oz. (Pack of 1).jpg","3 IN ONE 10038 Multi Purpose Oil, 8 oz. (Pack of 1)",3,misc,,3 one multi,3 one,9f95bf4e976bafa8bf9b921921a15647f5137553b997709ade631a6ec8b1d618,15509,,,,,,,,"https://www.amazon.ca/s?k=3+IN+ONE+10038+Multi+Purpose+Oil,+8+oz.+(Pack+of+1)",,,"Supplies/3-IN-ONE 10038 Multi-Purpose Oil, 8 oz. (Pack of 1).jpg",1,False,1,1
30pcs 6 Colors Round Open Bezel Pendants Alloy Bezel Charms Resin Molds Open Back Frame Pendants for Pressed Flower Frame Hollow Trays Jewelry Earrings Necklace Making Findings.jpg,30pcs 6 Colors Round Open Bezel Pendants Alloy Bezel Charms Resin Molds Open Back Frame Pendants for Pressed Flower Frame Hollow Trays Jewelry Earrings Necklace Making Findings,30pcs,resin,chemical,30pcs colors round,30pcs colors,bab7a504ea71a77b6f26d78aeba526a9c377ab96c0f7d9f1b9dadb905fc1e1c8,31604,,,,,,,,https://www.amazon.ca/s?k=30pcs+6+Colors+Round+Open+Bezel+Pendants+Alloy+Bezel+Charms+Resin+Molds+Open+Back+Frame+Pendants+for+Pressed+Flower+Frame+Hollow+Trays+Jewelry+Earrings+Necklace+Making+Findings,,,Supplies/30pcs 6 Colors Round Open Bezel Pendants Alloy Bezel Charms Resin Molds Open Back Frame Pendants for Pressed Flower Frame Hollow Trays Jewelry Earrings Necklace Making Findings.jpg,1,False,1,1
30PCSHighSpeedDiamondBurSet.jpg,30PCSHigh Speed Diamond Bur Set,30PCSHigh,misc,,30pcshigh pcshigh speed,30pcshigh pcshigh,e7d53e0975b7cb467e6ec3ccbd72aa97044ceb78b5e409c17b8feff0743124cb,42194,,,,,,,,https://www.amazon.ca/s?k=30PCSHigh+Speed+Diamond+Bur+Set,,,Supplies/30PCSHighSpeedDiamondBurSet.jpg,1,False,1,1
32SheetsHolographicStickerPaper.jpg,32Sheets Holographic Sticker Paper,32Sheets,packaging,,32sheets sheets holographic,32sheets sheets,9cff868e8377aed35d95e4ad6a0a316acb6f1be08585a52aa80479dc7f12152e,76925,,,,,,,,https://www.amazon.ca/s?k=32Sheets+Holographic+Sticker+Paper,,,Supplies/32SheetsHolographicStickerPaper.jpg,1,False,1,1
3BagsWaxLineWaxWireSprue.jpg,3Bags Wax Line Wax Wire Sprue,3Bags,packaging,,3bags bags wax,3bags bags,1d18712cd384d6c26a0df9a4014247a4ed35c8d933c317f2a6b841c06ebc43ff,36815,,,,,,,,https://www.amazon.ca/s?k=3Bags+Wax+Line+Wax+Wire+Sprue,,,Supplies/3BagsWaxLineWaxWireSprue.jpg,1,False,1,1
3DNailsArtMetalCharmsStudsJewelsDecalsDecorations.jpg,3DNails Art Metal Charms Studs Jewels Decals Decorations,3DNails,adhesive,,3dnails dnails art,3dnails dnails,a068c12c6dd7a964f029124edd9d26c5cd79295ffa157f84881200c7c8bb7f2b,121926,,,,,,,,https://www.amazon.ca/s?k=3DNails+Art+Metal+Charms+Studs+Jewels+Decals+Decorations,,,Supplies/3DNailsArtMetalCharmsStudsJewelsDecalsDecorations.jpg,1,False,1,1
3PackPTFETeflonSheet.jpg,3Pack PTFETeflon Sheet,3Pack,3d-print consumable,,3pack ptfeteflon sheet,3pack ptfeteflon,eaa22ea06698bb9a611a6a533218859a20df893dafed819bb70afe9805611b31,23739,,,,,,,,https://www.amazon.ca/s?k=3Pack+PTFETeflon+Sheet,,,Supplies/3PackPTFETeflonSheet.jpg,1,False,1,1
3PacksDominoMoldsandDominoesBoxMolds.jpg,3Packs Domino Moldsand Dominoes Box Molds,3Packs,resin,,3packs packs domino,3packs packs,372ea75c490568e7af8cfd3f50c502b118e1b29a91242c1ff3fdea51f7290c8e,63820,,,,,,,,https://www.amazon.ca/s?k=3Packs+Domino+Moldsand+Dominoes+Box+Molds,,,Supplies/3PacksDominoMoldsandDominoesBoxMolds.jpg,1,False,1,1
3PcsJewelrySiliconeResinTrayMolds.jpg,3Pcs Jewelry Silicone Resin Tray Molds,3Pcs,resin,chemical,3pcs jewelry silicone,3pcs jewelry,b885309f243448bc06b03640e58b3bdf7490d6169d192ad3fbd7be0b2ee073d8,42937,,,,,,,,https://www.amazon.ca/s?k=3Pcs+Jewelry+Silicone+Resin+Tray+Molds,,,Supplies/3PcsJewelrySiliconeResinTrayMolds.jpg,1,False,1,1
3x1925SterlingSilverSheetStampingBlankDeadSoftMadeinUSAbyCRAFTWIRE20Gauge1.jpg,3x1925Sterling Silver Sheet Stamping Blank Dead Soft Madein USAby CRAFTWIRE20Gauge1,3x1925Sterling,misc,,3x1925sterling x sterling,3x1925sterling x,4d3e812873555b9dbc9e6d01bdb7be1e309a704b8ccc9cea3d343487d22f2d9f,7692,,,,,,,,https://www.amazon.ca/s?k=3x1925Sterling+Silver+Sheet+Stamping+Blank+Dead+Soft+Madein+USAby+CRAFTWIRE20Gauge1,,,Supplies/3x1925SterlingSilverSheetStampingBlankDeadSoftMadeinUSAbyCRAFTWIRE20Gauge1.jpg,1,False,1,1
"4 lbs Tumbler Media Grit,Rock Polishing Grit Media, Works with Any Rock Tumbler, Rock Polisher, Stone Polisher,Polish 1500 Fine Aluminum Oxide, Step 4 for Tumbling Stones.jpg","4 lbs Tumbler Media Grit,Rock Polishing Grit Media, Works with Any Rock Tumbler, Rock Polisher, Stone Polisher,Polish 1500 Fine Aluminum Oxide, Step 4 for Tumbling Stones",4,sandpaper/abrasive,,4 tumbler media,4 tumbler,abb835ed12afa7cacadf0f79deaf1191f2538608cdc8d5b123c55c27cd23b793,35627,,,,,,,,"https://www.amazon.ca/s?k=4+lbs+Tumbler+Media+Grit,Rock+Polishing+Grit+Media,+Works+with+Any+Rock+Tumbler,+Rock+Polisher,+Stone+Polisher,Polish+1500+Fine+Aluminum+Oxide,+Step+4+for+Tumbling+Stones",,,"Supplies/4 lbs Tumbler Media Grit,Rock Polishing Grit Media, Works with Any Rock Tumbler, Rock Polisher, Stone Polisher,Polish 1500 Fine Aluminum Oxide, Step 4 for Tumbling Stones.jpg",1,False,1,1
"4 Pieces 3D LED Light, 16 Colors LED Base Adjustable Light Lamp with 4 Pieces Remote Controls 4 Pieces Clear Acrylic Sheets and 4 Pieces Charging Cables USB Cable Light for Bedroom Shop Restaurant.jpg","4 Pieces 3D LED Light, 16 Colors LED Base Adjustable Light Lamp with 4 Pieces Remote Controls 4 Pieces Clear Acrylic Sheets and 4 Pieces Charging Cables USB Cable Light for Bedroom Shop Restaurant",4,adhesive,,4 d led,4 d,706b149335c7398bb645ca935cfeed77dbcdb8161905899ed3456a62f2e36507,57751,,,,,,,,"https://www.amazon.ca/s?k=4+Pieces+3D+LED+Light,+16+Colors+LED+Base+Adjustable+Light+Lamp+with+4+Pieces+Remote+Controls+4+Pieces+Clear+Acrylic+Sheets+and+4+Pieces+Charging+Cables+USB+Cable+Light+for+Bedroom+Shop+Restaurant",,,"Supplies/4 Pieces 3D LED Light, 16 Colors LED Base Adjustable Light Lamp with 4 Pieces Remote Controls 4 Pieces Clear Acrylic Sheets and 4 Pieces Charging Cables USB Cable Light for Bedroom Shop Restaurant.jpg",1,False,1,1
